external_id,name,description,organizer_name,address,city,state,zipcode,latitude,longitude,day_of_week,start_hour,end_hour,parking_info,admission_info,source
nominatim:342615270,Senoia Farmers' Market,"Farmers market in Senoia, GA. Confirm hours with the organizer.",,Travis Street,Senoia,GA,30276,33.300412,-84.555279,saturday,8,13,,Free admission.,nominatim
nominatim:420048123,State Farmers Market,"Farmers market in Garden City, GA. Confirm hours with the organizer.",,US 80;GA 26,Garden City,GA,31408,32.092802,-81.151076,saturday,8,13,,Free admission.,nominatim
nominatim:343289619,Georgia Farmers Market,"Farmers market in Garden City, GA. Confirm hours with the organizer.",,US 80;GA 26,Garden City,GA,31408,32.09245,-81.151304,saturday,8,13,,Free admission.,nominatim
nominatim:342392531,Morningside Farmers Market,"Farmers market in Atlanta, GA. Confirm hours with the organizer.",,1393 North Highland Avenue Northeast,Atlanta,GA,30306,33.792322,-84.352334,saturday,8,13,,Free admission.,nominatim
nominatim:342241647,Nam Dae Mun Farmers Market,"Farmers market in Scottdale, GA. Confirm hours with the organizer.",,Old Hampton Drive,Scottdale,GA,30021,33.798102,-84.224844,saturday,8,13,,Free admission.,nominatim
nominatim:342326729,Your Dekalb Farmers Market,"Farmers market in Decatur, GA. Confirm hours with the organizer.",,3000 East Ponce de Leon Avenue,Decatur,GA,30030,33.786608,-84.269477,saturday,8,13,,Free admission.,nominatim
nominatim:342455993,Sprouts Farmers Market,"Farmers market in Smyrna, GA. Confirm hours with the organizer.",,East-West Connector,Smyrna,GA,30082,33.842199,-84.501064,saturday,8,13,,Free admission.,nominatim
nominatim:342324616,Sprouts Farmers Market,"Farmers market in Tucker, GA. Confirm hours with the organizer.",,4310 Lavista Road,Tucker,GA,30084,33.849737,-84.243429,saturday,8,13,,Free admission.,nominatim
nominatim:342341660,City Farmers Market,"Farmers market in Georgia, GA. Confirm hours with the organizer.",,Wiloaks Drive,Georgia,GA,30039,33.83638,-84.068094,saturday,8,13,,Free admission.,nominatim
nominatim:342306994,City Farmers Market,"Farmers market in Georgia, GA. Confirm hours with the organizer.",,Koger Boulevard,Georgia,GA,30096,33.947618,-84.123173,saturday,8,13,,Free admission.,nominatim
nominatim:342291352,Nam Dae Mun Farmers Market,"Farmers market in Georgia, GA. Confirm hours with the organizer.",,East Liddell Road,Georgia,GA,30096,33.948327,-84.135472,saturday,8,13,,Free admission.,nominatim
nominatim:343148175,Evan’s Farmers Market,"Farmers market in Evans, GA. Confirm hours with the organizer.",,Market Street,Evans,GA,30907,33.543016,-82.127237,saturday,8,13,,Free admission.,nominatim
nominatim:342503575,Sprouts Farmers Market,"Farmers market in Marietta, GA. Confirm hours with the organizer.",,3805 Casteel Road,Marietta,GA,30064,33.950149,-84.663112,saturday,8,13,,Free admission.,nominatim
nominatim:342403543,Sprouts Farmers Market,"Farmers market in Marietta, GA. Confirm hours with the organizer.",,4101 Roswell Road,Marietta,GA,30062,33.981912,-84.431863,saturday,8,13,,Free admission.,nominatim
nominatim:341232306,Hall County Farmers Market,"Farmers market in Gainesville, GA. Confirm hours with the organizer.",,734 East Crescent Drive,Gainesville,GA,30501,34.314841,-83.790992,saturday,8,13,,Free admission.,nominatim
nominatim:342511058,Nam Dae Mun Farmers Market,"Farmers market in Morrow, GA. Confirm hours with the organizer.",,1940 Mount Zion Road,Morrow,GA,30260,33.567314,-84.325594,saturday,8,13,,Free admission.,nominatim
nominatim:342710340,Sprouts Farmers Market,"Farmers market in Lawrenceville, GA. Confirm hours with the organizer.",,Webb Gin House Road,Lawrenceville,GA,30045,33.9004,-84.003923,saturday,8,13,,Free admission.,nominatim
nominatim:342746451,Little Giant Farmers Market,"Farmers market in Newnan, GA. Confirm hours with the organizer.",,2005 Macedonia Road,Newnan,GA,30263,33.430756,-84.862389,saturday,8,13,,Free admission.,nominatim
nominatim:341195245,Sprouts Farmers Market,"Farmers market in Buford, GA. Confirm hours with the organizer.",,2925 Buford Drive,Buford,GA,30519,34.050071,-83.992029,saturday,8,13,,Free admission.,nominatim
nominatim:342429889,State Farmers Market,"Farmers market in Augusta, GA. Confirm hours with the organizer.",,,Augusta,GA,,33.461376,-81.963516,saturday,8,13,,Free admission.,nominatim
nominatim:301028942,Thomasville State Farmers Market,"Farmers market in Thomasville, GA. Confirm hours with the organizer.",,,Thomasville,GA,,30.835089,-83.969399,saturday,8,13,,Free admission.,nominatim
nominatim:301112706,Farmers Market Boulevard,"Farmers market in Moultrie, GA. Confirm hours with the organizer.",,Farmers Market Boulevard,Moultrie,GA,31768,31.176788,-83.765956,saturday,8,13,,Free admission.,nominatim
nominatim:299621755,Farmers Market Road,"Farmers market in Georgia, GA. Confirm hours with the organizer.",,Farmers Market Road,Georgia,GA,31794,31.425038,-83.498592,saturday,8,13,,Free admission.,nominatim
nominatim:343667400,Farmers Market Road,"Farmers market in Georgia, GA. Confirm hours with the organizer.",,Farmers Market Road,Georgia,GA,31010,32.004219,-83.778542,saturday,8,13,,Free admission.,nominatim
nominatim:345126061,Sprouts Farmers Market,"Farmers market in Sandy Springs, GA. Confirm hours with the organizer.",,Roswell Road Northeast,Sandy Springs,GA,30342,33.881475,-84.380945,saturday,8,13,,Free admission.,nominatim
nominatim:343313618,Grant Park Farmers Market,"Farmers market in Atlanta, GA. Confirm hours with the organizer.",,700 Cherokee Avenue Southeast,Atlanta,GA,30312,33.736332,-84.373308,saturday,8,13,,Free admission.,nominatim
nominatim:342489019,Sprouts Farmers Market,"Farmers market in Atlanta, GA. Confirm hours with the organizer.",,1845 Piedmont Avenue Northeast,Atlanta,GA,30324,33.806011,-84.366636,saturday,8,13,,Free admission.,nominatim
nominatim:343162370,Athens Farmers Market,"Farmers market in Athens, GA. Confirm hours with the organizer.",,Sunset Drive,Athens,GA,30606,33.964433,-83.412198,saturday,8,13,,Free admission.,nominatim
nominatim:341630751,Sprouts Farmers Market,"Farmers market in Augusta, GA. Confirm hours with the organizer.",,630 Carl Sanders Highway,Augusta,GA,30907,33.496593,-82.078862,saturday,8,13,,Free admission.,nominatim
nominatim:343793700,Veggie Park Farmers Market,"Farmers market in Augusta, GA. Confirm hours with the organizer.",,Chafee Avenue,Augusta,GA,30904,33.477531,-81.98937,saturday,8,13,,Free admission.,nominatim
nominatim:339543643,Sprouts Farmers Market,"Farmers market in Roswell, GA. Confirm hours with the organizer.",,10800 Alpharetta Highway,Roswell,GA,30076,34.044098,-84.342367,saturday,8,13,,Free admission.,nominatim
nominatim:342997914,Sprouts Farmers Market,"Farmers market in Decatur, GA. Confirm hours with the organizer.",,2551 Blackmon Drive,Decatur,GA,30033,33.793937,-84.287403,saturday,8,13,,Free admission.,nominatim
nominatim:340356626,Hazelnut Pastures - Statesboro Farmers Market,"Farmers market in Statesboro, GA. Confirm hours with the organizer.",,222 South Main Street,Statesboro,GA,30458,32.443866,-81.78297,saturday,8,13,,Free admission.,nominatim
nominatim:340339652,Monroe Farmers Market,"Farmers market in Monroe, GA. Confirm hours with the organizer.",,Court Street,Monroe,GA,30655,33.794494,-83.712868,saturday,8,13,,Free admission.,nominatim
nominatim:342394532,Douglasville Farmers' Market,"Farmers market in Douglasville, GA. Confirm hours with the organizer.",,6840 Church Street,Douglasville,GA,30134,33.748288,-84.7532,saturday,8,13,,Free admission.,nominatim
nominatim:345203572,Leonard's Farmers Market,"Farmers market in Cumming, GA. Confirm hours with the organizer.",,304 Atlanta Road,Cumming,GA,30041,34.202468,-84.134391,saturday,8,13,,Free admission.,nominatim
nominatim:338970531,Nam Dae Mun Farmers Market,"Farmers market in Smyrna, GA. Confirm hours with the organizer.",,Benson Poole Road Southeast,Smyrna,GA,30082,33.898912,-84.542462,saturday,8,13,,Free admission.,nominatim
nominatim:416916507,Nam Dae Mun Farmers Market,"Farmers market in Smyrna, GA. Confirm hours with the organizer.",,2350 Spring Road Southeast,Smyrna,GA,30080,33.882113,-84.487604,saturday,8,13,,Free admission.,nominatim
nominatim:338885483,Sprouts Farmers Market,"Farmers market in Smyrna, GA. Confirm hours with the organizer.",,2530 Cumberland Boulevard Southeast,Smyrna,GA,30080,33.890118,-84.476706,saturday,8,13,,Free admission.,nominatim
nominatim:343246335,Sprouts Farmers Market,"Farmers market in Peachtree City, GA. Confirm hours with the organizer.",,2015 Finance Avenue,Peachtree City,GA,30269,33.419535,-84.560513,saturday,8,13,,Free admission.,nominatim
nominatim:342701474,Sprouts Farmers Market,"Farmers market in Woodstock, GA. Confirm hours with the organizer.",,1430 Towne Lake Parkway,Woodstock,GA,30189,34.106244,-84.540025,saturday,8,13,,Free admission.,nominatim
nominatim:345022053,Nam Dae Mun Farmers Market,"Farmers market in Lilburn, GA. Confirm hours with the organizer.",,4805 Lawrenceville Highway,Lilburn,GA,30047,33.894568,-84.142869,saturday,8,13,,Free admission.,nominatim
nominatim:343311264,Buford Highway Farmers Market,"Farmers market in Doraville, GA. Confirm hours with the organizer.",,5600 Buford Highway,Doraville,GA,30340,33.90587,-84.273545,saturday,8,13,,Free admission.,nominatim
nominatim:338910239,City Farmers Market,"Farmers market in Chamblee, GA. Confirm hours with the organizer.",,5000A Carroll Circle,Chamblee,GA,30341,33.888113,-84.288921,saturday,8,13,,Free admission.,nominatim
nominatim:340494761,LaFayette Farmers Market,"Farmers market in LaFayette, GA. Confirm hours with the organizer.",,100 East Villanow Street,LaFayette,GA,30728,34.705042,-85.281405,saturday,8,13,,Free admission.,nominatim
nominatim:342735224,Dawsonville Farmers Market,"Farmers market in Dawsonville, GA. Confirm hours with the organizer.",,82 Allen Street,Dawsonville,GA,30534,34.419033,-84.112861,saturday,8,13,,Free admission.,nominatim
nominatim:301395608,Forward Brunswick Farmers' Market,"Farmers market in Brunswick, GA. Confirm hours with the organizer.",,10 F Street,Brunswick,GA,31520,31.149538,-81.498493,saturday,8,13,,Free admission.,nominatim
nominatim:339816165,Atlanta State Farmers Market,"Farmers market in Forest Park, GA. Confirm hours with the organizer.",,16 Forest Parkway,Forest Park,GA,30297,33.620582,-84.395454,saturday,8,13,,Free admission.,nominatim
nominatim:342818940,Sprouts Farmers Market,"Farmers market in Peachtree Corners, GA. Confirm hours with the organizer.",,5130 Peachtree Parkway,Peachtree Corners,GA,30092,33.981319,-84.214071,saturday,8,13,,Free admission.,nominatim
nominatim:341917812,Senoia Farmers' Market,"Farmers market in Senoia, GA. Confirm hours with the organizer.",,Travis Street,Senoia,GA,30276,33.300412,-84.555279,saturday,8,13,,Free admission.,nominatim
nominatim:343250373,Georgia Farmers Market,"Farmers market in Garden City, GA. Confirm hours with the organizer.",,US 80;GA 26,Garden City,GA,31408,32.09245,-81.151304,saturday,8,13,,Free admission.,nominatim
nominatim:420423089,State Farmers Market,"Farmers market in Garden City, GA. Confirm hours with the organizer.",,US 80;GA 26,Garden City,GA,31408,32.092802,-81.151076,saturday,8,13,,Free admission.,nominatim
nominatim:340171121,Morningside Farmers Market,"Farmers market in Atlanta, GA. Confirm hours with the organizer.",,1393 North Highland Avenue Northeast,Atlanta,GA,30306,33.792322,-84.352334,saturday,8,13,,Free admission.,nominatim
nominatim:342404961,Nam Dae Mun Farmers Market,"Farmers market in Scottdale, GA. Confirm hours with the organizer.",,Old Hampton Drive,Scottdale,GA,30021,33.798102,-84.224844,saturday,8,13,,Free admission.,nominatim
nominatim:342161282,Your Dekalb Farmers Market,"Farmers market in Decatur, GA. Confirm hours with the organizer.",,3000 East Ponce de Leon Avenue,Decatur,GA,30030,33.786608,-84.269477,saturday,8,13,,Free admission.,nominatim
nominatim:341710415,Sprouts Farmers Market,"Farmers market in Smyrna, GA. Confirm hours with the organizer.",,East-West Connector,Smyrna,GA,30082,33.842199,-84.501064,saturday,8,13,,Free admission.,nominatim
nominatim:342932678,Sprouts Farmers Market,"Farmers market in Tucker, GA. Confirm hours with the organizer.",,4310 Lavista Road,Tucker,GA,30084,33.849737,-84.243429,saturday,8,13,,Free admission.,nominatim
nominatim:342882339,City Farmers Market,"Farmers market in Georgia, GA. Confirm hours with the organizer.",,Wiloaks Drive,Georgia,GA,30039,33.83638,-84.068094,saturday,8,13,,Free admission.,nominatim
nominatim:342451913,City Farmers Market,"Farmers market in Georgia, GA. Confirm hours with the organizer.",,Koger Boulevard,Georgia,GA,30096,33.947618,-84.123173,saturday,8,13,,Free admission.,nominatim
nominatim:342432475,Nam Dae Mun Farmers Market,"Farmers market in Georgia, GA. Confirm hours with the organizer.",,East Liddell Road,Georgia,GA,30096,33.948327,-84.135472,saturday,8,13,,Free admission.,nominatim
nominatim:343758191,Evan’s Farmers Market,"Farmers market in Evans, GA. Confirm hours with the organizer.",,Market Street,Evans,GA,30907,33.543016,-82.127237,saturday,8,13,,Free admission.,nominatim
nominatim:342643655,Sprouts Farmers Market,"Farmers market in Marietta, GA. Confirm hours with the organizer.",,3805 Casteel Road,Marietta,GA,30064,33.950149,-84.663112,saturday,8,13,,Free admission.,nominatim
nominatim:342827008,Sprouts Farmers Market,"Farmers market in Marietta, GA. Confirm hours with the organizer.",,4101 Roswell Road,Marietta,GA,30062,33.981912,-84.431863,saturday,8,13,,Free admission.,nominatim
nominatim:341437347,Hall County Farmers Market,"Farmers market in Gainesville, GA. Confirm hours with the organizer.",,734 East Crescent Drive,Gainesville,GA,30501,34.314841,-83.790992,saturday,8,13,,Free admission.,nominatim
nominatim:342972237,Sprouts Farmers Market,"Farmers market in Lawrenceville, GA. Confirm hours with the organizer.",,Webb Gin House Road,Lawrenceville,GA,30045,33.9004,-84.003923,saturday,8,13,,Free admission.,nominatim
nominatim:341015776,Nam Dae Mun Farmers Market,"Farmers market in Morrow, GA. Confirm hours with the organizer.",,1940 Mount Zion Road,Morrow,GA,30260,33.567314,-84.325594,saturday,8,13,,Free admission.,nominatim
nominatim:341546859,Sprouts Farmers Market,"Farmers market in Buford, GA. Confirm hours with the organizer.",,2925 Buford Drive,Buford,GA,30519,34.050071,-83.992029,saturday,8,13,,Free admission.,nominatim
nominatim:344152795,Nell's Produce Market,"Farmers market in Johns Creek, GA. Confirm hours with the organizer.",,Old Alabama Road,Johns Creek,GA,30022,34.01981,-84.278197,saturday,8,13,,Free admission.,nominatim
nominatim:300808126,Cordele State Farm Market,"Farmers market in Cordele, GA. Confirm hours with the organizer.",,Market Avenue,Cordele,GA,31010,31.988594,-83.795625,saturday,8,13,,Free admission.,nominatim
nominatim:342313292,Panorama Orchards & Farm Market,"Farmers market in Ellijay, GA. Confirm hours with the organizer.",,63 Talona Spur,Ellijay,GA,30540,34.640591,-84.49688,saturday,8,13,,Free admission.,nominatim
nominatim:342289120,Hillcrest Orchards Farm Market,"Farmers market in Ellijay, GA. Confirm hours with the organizer.",,9696 Highway 52 East,Ellijay,GA,30536,34.620105,-84.373536,saturday,8,13,,Free admission.,nominatim
nominatim:344562795,State Farmers Market,"Farmers market in Augusta, GA. Confirm hours with the organizer.",,,Augusta,GA,,33.461376,-81.963516,saturday,8,13,,Free admission.,nominatim
nominatim:344823247,Sprouts Farmers Market,"Farmers market in Augusta, GA. Confirm hours with the organizer.",,630 Carl Sanders Highway,Augusta,GA,30907,33.496593,-82.078862,saturday,8,13,,Free admission.,nominatim
nominatim:344115821,Veggie Park Farmers Market,"Farmers market in Augusta, GA. Confirm hours with the organizer.",,Chafee Avenue,Augusta,GA,30904,33.477531,-81.98937,saturday,8,13,,Free admission.,nominatim
nominatim:344386427,Athens Farmers Market,"Farmers market in Athens, GA. Confirm hours with the organizer.",,Sunset Drive,Athens,GA,30606,33.964433,-83.412198,saturday,8,13,,Free admission.,nominatim
nominatim:420091123,Poplar Head Farmers Market,"Farmers market in Dothan, AL. Confirm hours with the organizer.",,1701 East Cottonwood Road,Dothan,AL,36303,31.193926,-85.374171,saturday,8,13,,Free admission.,nominatim
nominatim:297861482,Jefferson Farmers Market,"Farmers market in Monticello, FL. Confirm hours with the organizer.",,690 East Washington Street,Monticello,FL,32344,30.545327,-83.865216,saturday,8,13,,Free admission.,nominatim
nominatim:301142878,Pecan Park Flea & Farmers' Market,"Farmers market in Jacksonville, FL. Confirm hours with the organizer.",,614 Pecan Park Road,Jacksonville,FL,,30.514728,-81.636738,saturday,8,13,,Free admission.,nominatim
nominatim:340766280,Farmers Market Road,"Farmers market in Georgia, GA. Confirm hours with the organizer.",,Farmers Market Road,Georgia,GA,31010,32.004219,-83.778542,saturday,8,13,,Free admission.,nominatim
nominatim:344044730,Hazelnut Pastures - Statesboro Farmers Market,"Farmers market in Statesboro, GA. Confirm hours with the organizer.",,222 South Main Street,Statesboro,GA,30458,32.443866,-81.78297,saturday,8,13,,Free admission.,nominatim
nominatim:419489722,State Farmers Market,"Farmers market in Garden City, GA. Confirm hours with the organizer.",,US 80;GA 26,Garden City,GA,31408,32.092802,-81.151076,saturday,8,13,,Free admission.,nominatim
nominatim:344416346,Georgia Farmers Market,"Farmers market in Garden City, GA. Confirm hours with the organizer.",,US 80;GA 26,Garden City,GA,31408,32.09245,-81.151304,saturday,8,13,,Free admission.,nominatim
nominatim:344486280,Jasper County Farmers Market,"Farmers market in Ridgeland, SC. Confirm hours with the organizer.",,9935 South Jacob Smart Boulevard,Ridgeland,SC,29936,32.470052,-80.987814,saturday,8,13,,Free admission.,nominatim
nominatim:343919439,Coweta County Farmers Market,"Farmers market in Newnan, GA. Confirm hours with the organizer.",,Temple Avenue West,Newnan,GA,30263,33.384067,-84.813212,saturday,8,13,,Free admission.,nominatim
nominatim:343776030,Douglasville Farmers' Market,"Farmers market in Douglasville, GA. Confirm hours with the organizer.",,6840 Church Street,Douglasville,GA,30134,33.748288,-84.7532,saturday,8,13,,Free admission.,nominatim
nominatim:343913740,Sprouts Farmers Market,"Farmers market in Peachtree City, GA. Confirm hours with the organizer.",,2015 Finance Avenue,Peachtree City,GA,30269,33.419535,-84.560513,saturday,8,13,,Free admission.,nominatim
nominatim:343912669,Senoia Farmers' Market,"Farmers market in Senoia, GA. Confirm hours with the organizer.",,Travis Street,Senoia,GA,30276,33.300412,-84.555279,saturday,8,13,,Free admission.,nominatim
nominatim:343919118,Little Giant Farmers Market,"Farmers market in Newnan, GA. Confirm hours with the organizer.",,2005 Macedonia Road,Newnan,GA,30263,33.430756,-84.862389,saturday,8,13,,Free admission.,nominatim
nominatim:341123295,Sprouts Farmers Market,"Farmers market in McDonough, GA. Confirm hours with the organizer.",,1040 Mount Olive Road,McDonough,GA,30253,33.480114,-84.223383,saturday,8,13,,Free admission.,nominatim
nominatim:340951395,Sprouts Farmers Market,"Farmers market in Augusta, GA. Confirm hours with the organizer.",,630 Carl Sanders Highway,Augusta,GA,30907,33.496593,-82.078862,saturday,8,13,,Free admission.,nominatim
nominatim:342243342,Evan’s Farmers Market,"Farmers market in Evans, GA. Confirm hours with the organizer.",,Market Street,Evans,GA,30907,33.543016,-82.127237,saturday,8,13,,Free admission.,nominatim
nominatim:343950544,Aiken County Farmers Market,"Farmers market in Aiken, SC. Confirm hours with the organizer.",,115 Williamsburg Street Southeast,Aiken,SC,29801,33.556295,-81.708585,saturday,8,13,,Free admission.,nominatim
nominatim:343184562,Bamberg Farmers Market,"Farmers market in Bamberg, SC. Confirm hours with the organizer.",,West Railroad Avenue,Bamberg,SC,29003,33.298044,-81.035884,saturday,8,13,,Free admission.,nominatim
nominatim:343127728,Nam Dae Mun Farmers Market,"Farmers market in Smyrna, GA. Confirm hours with the organizer.",,Benson Poole Road Southeast,Smyrna,GA,30082,33.898912,-84.542462,saturday,8,13,,Free admission.,nominatim
nominatim:416758414,Nam Dae Mun Farmers Market,"Farmers market in Smyrna, GA. Confirm hours with the organizer.",,2350 Spring Road Southeast,Smyrna,GA,30080,33.882113,-84.487604,saturday,8,13,,Free admission.,nominatim
nominatim:340146375,Sprouts Farmers Market,"Farmers market in Smyrna, GA. Confirm hours with the organizer.",,2530 Cumberland Boulevard Southeast,Smyrna,GA,30080,33.890118,-84.476706,saturday,8,13,,Free admission.,nominatim
nominatim:339890162,Sprouts Farmers Market,"Farmers market in Woodstock, GA. Confirm hours with the organizer.",,1430 Towne Lake Parkway,Woodstock,GA,30189,34.106244,-84.540025,saturday,8,13,,Free admission.,nominatim
nominatim:341427813,LaFayette Farmers Market,"Farmers market in LaFayette, GA. Confirm hours with the organizer.",,100 East Villanow Street,LaFayette,GA,30728,34.705042,-85.281405,saturday,8,13,,Free admission.,nominatim
nominatim:344553154,Sprouts Farmers Market,"Farmers market in Marietta, GA. Confirm hours with the organizer.",,3805 Casteel Road,Marietta,GA,30064,33.950149,-84.663112,saturday,8,13,,Free admission.,nominatim
nominatim:342525369,Sprouts Farmers Market,"Farmers market in Suwanee, GA. Confirm hours with the organizer.",,3630 Peachtree Parkway,Suwanee,GA,30024,34.070234,-84.170779,saturday,8,13,,Free admission.,nominatim
nominatim:339254721,Sprouts Farmers Market,"Farmers market in Cumming, GA. Confirm hours with the organizer.",,530 Deputy Bill Cantrell Memorial Road,Cumming,GA,30040,34.183972,-84.143689,saturday,8,13,,Free admission.,nominatim
nominatim:338992117,Farmers Market,"Farmers market in Travelers Rest, SC. Confirm hours with the organizer.",,Trailblazer Drive,Travelers Rest,SC,29690,34.955198,-82.442698,saturday,8,13,,Free admission.,nominatim
nominatim:343296134,Farmers Market Drive,"Farmers market in Georgia, SC. Confirm hours with the organizer.",,Farmers Market Drive,Georgia,SC,29172,33.903235,-81.060952,saturday,8,13,,Free admission.,nominatim
nominatim:340910796,Farmers Market Xchange,"Farmers market in Columbia, SC. Confirm hours with the organizer.",,912 Lady Street,Columbia,SC,29201,34.001044,-81.038527,saturday,8,13,,Free admission.,nominatim
nominatim:347474582,Hub City Farmers' Market,"Farmers market in Spartanburg, SC. Confirm hours with the organizer.",,498 Howard Street,Spartanburg,SC,29303,34.956427,-81.942639,saturday,8,13,,Free admission.,nominatim
nominatim:343294455,South Carolina State Farmers Market,"Farmers market in Georgia, SC. Confirm hours with the organizer.",,Gardners Terrace Road,Georgia,SC,29172,33.906114,-81.058933,saturday,8,13,,Free admission.,nominatim
nominatim:379832833,Farmers Market,"Farmers market in Mountain View, HI. Confirm hours with the organizer.",,Volcano Road,Mountain View,HI,96760,19.563957,-155.087944,saturday,8,13,,Free admission.,nominatim
nominatim:379912684,Farmers Market,"Farmers market in Hanalei, HI. Confirm hours with the organizer.",,Waipa Ranch,Hanalei,HI,96714,22.202939,-159.513134,saturday,8,13,,Free admission.,nominatim
nominatim:379489970,Farmers Market,"Farmers market in Mountain View, HI. Confirm hours with the organizer.",,Volcano Road,Mountain View,HI,96760,19.563957,-155.087944,saturday,8,13,,Free admission.,nominatim
nominatim:379085745,Farmers Market,"Farmers market in Hanalei, HI. Confirm hours with the organizer.",,Waipa Ranch,Hanalei,HI,96714,22.202939,-159.513134,saturday,8,13,,Free admission.,nominatim
nominatim:378423807,Hyatt Regency Waikiki Farmers Market,"Farmers market in East Honolulu, HI. Confirm hours with the organizer.",,2424 Kalākaua Avenue,East Honolulu,HI,96815,21.276164,-157.825142,saturday,8,13,,Free admission.,nominatim
nominatim:378123145,Panaʻewa Farmers Market,"Farmers market in Hilo, HI. Confirm hours with the organizer.",,Railroad Avenue,Hilo,HI,96720,19.698985,-155.057563,saturday,8,13,,Free admission.,nominatim
nominatim:378226554,Hilo Farmers Market - Crafts,"Farmers market in Hilo, HI. Confirm hours with the organizer.",,Punahoa Street,Hilo,HI,96720,19.723132,-155.084625,saturday,8,13,,Free admission.,nominatim
nominatim:378435373,Kinoole Farmers Market,"Farmers market in Hilo, HI. Confirm hours with the organizer.",,Kinoʻole Street,Hilo,HI,96720,19.690478,-155.06993,saturday,8,13,,Free admission.,nominatim
nominatim:377696171,KCC Farmers’ Market,"Farmers market in East Honolulu, HI. Confirm hours with the organizer.",,4303 Diamond Head Road,East Honolulu,HI,96816,21.270163,-157.802553,saturday,8,13,,Free admission.,nominatim
nominatim:377787353,Hyatt Regency Waikiki Farmers Market,"Farmers market in East Honolulu, HI. Confirm hours with the organizer.",,2424 Kalākaua Avenue,East Honolulu,HI,96815,21.276164,-157.825142,saturday,8,13,,Free admission.,nominatim
nominatim:379864336,Hawi Farmers Market,"Farmers market in Hawi, HI. Confirm hours with the organizer.",,Hawi Road,Hawi,HI,96755,20.237269,-155.830194,saturday,8,13,,Free admission.,nominatim
nominatim:379533571,Hyatt Regency Waikiki Farmers Market,"Farmers market in East Honolulu, HI. Confirm hours with the organizer.",,2424 Kalākaua Avenue,East Honolulu,HI,96815,21.276164,-157.825142,saturday,8,13,,Free admission.,nominatim
nominatim:379186401,Panaʻewa Farmers Market,"Farmers market in Hilo, HI. Confirm hours with the organizer.",,Railroad Avenue,Hilo,HI,96720,19.698985,-155.057563,saturday,8,13,,Free admission.,nominatim
nominatim:379192661,Hilo Farmers Market - Crafts,"Farmers market in Hilo, HI. Confirm hours with the organizer.",,Punahoa Street,Hilo,HI,96720,19.723132,-155.084625,saturday,8,13,,Free admission.,nominatim
nominatim:378501673,Kinoole Farmers Market,"Farmers market in Hilo, HI. Confirm hours with the organizer.",,Kinoʻole Street,Hilo,HI,96720,19.690478,-155.06993,saturday,8,13,,Free admission.,nominatim
nominatim:379288832,Waimea Farmers Market,"Farmers market in Waimea/Kamuela, HI. Confirm hours with the organizer.",,2345 Mana Road,Waimea/Kamuela,HI,,20.018258,-155.615836,saturday,8,13,,Free admission.,nominatim
nominatim:379239725,Hawi Farmers Market,"Farmers market in Hawi, HI. Confirm hours with the organizer.",,Hawi Road,Hawi,HI,96755,20.237269,-155.830194,saturday,8,13,,Free admission.,nominatim
nominatim:379813609,Outdoor Farmers Market,"Farmers market in Kāʻanapali, HI. Confirm hours with the organizer.",,Lower Honoapi‘ilani Road,Kāʻanapali,HI,96761,20.954166,-156.685855,saturday,8,13,,Free admission.,nominatim
nominatim:377189180,Farmers Market,"Farmers market in Hanalei, HI. Confirm hours with the organizer.",,Waipa Ranch,Hanalei,HI,96714,22.202939,-159.513134,saturday,8,13,,Free admission.,nominatim
nominatim:327500622,Portneuf Valley Farmers Market,"Farmers market in Pocatello, ID. Confirm hours with the organizer.",,West Fremont Street,Pocatello,ID,83204,42.864711,-112.453072,saturday,8,13,,Free admission.,nominatim
nominatim:324140584,Lake Village Farmers Market,"Farmers market in Coeur d'Alene, ID. Confirm hours with the organizer.",,320 East Coeur d'Alene Lake Drive,Coeur d'Alene,ID,83814,47.670286,-116.75181,saturday,8,13,,Free admission.,nominatim
nominatim:327695172,Kootenai County Farmers' Market,"Farmers market in Hayden, ID. Confirm hours with the organizer.",,West Prairie Avenue,Hayden,ID,83835,47.744058,-116.791396,saturday,8,13,,Free admission.,nominatim
nominatim:327572608,West Farm Market Road,"Farmers market in Hidden Springs, ID. Confirm hours with the organizer.",,West Farm Market Road,Hidden Springs,ID,,43.727017,-116.259245,saturday,8,13,,Free admission.,nominatim
nominatim:327242815,BlueRock Farm Market,"Farmers market in Twin Falls, ID. Confirm hours with the organizer.",,1705 Grandview Drive North,Twin Falls,ID,83301,42.592304,-114.500002,saturday,8,13,,Free admission.,nominatim
nominatim:328924707,Lake Village Farmers Market,"Farmers market in Coeur d'Alene, ID. Confirm hours with the organizer.",,320 East Coeur d'Alene Lake Drive,Coeur d'Alene,ID,83814,47.670286,-116.75181,saturday,8,13,,Free admission.,nominatim
nominatim:327287861,Portneuf Valley Farmers Market,"Farmers market in Pocatello, ID. Confirm hours with the organizer.",,West Fremont Street,Pocatello,ID,83204,42.864711,-112.453072,saturday,8,13,,Free admission.,nominatim
nominatim:327082039,Lake Village Farmers Market,"Farmers market in Coeur d'Alene, ID. Confirm hours with the organizer.",,320 East Coeur d'Alene Lake Drive,Coeur d'Alene,ID,83814,47.670286,-116.75181,saturday,8,13,,Free admission.,nominatim
